no,Av.Pred,response
1352,0.000128184,0
1353,0.004683277,0
1354,4.53E-06,0
1355,0.01706025,0
1356,0.000872293,0
1357,0.073454351,0
1358,0.052759396,0
1359,0.39016997,1
1360,0.616838628,1
1361,0.174310719,1
1362,0.060677526,0
1363,0.40229126,1
1364,0.000562222,0
1365,0.141676327,0
1366,2.88E-05,0
1367,0.125376918,0
1368,0.000583364,0
1369,0.095704718,0
1370,0.003654648,0
1371,0.197059126,1
1372,0.002480671,0
1373,0.001402868,0
1374,1.056905508,1
1375,0.052533394,0
1376,0.000330278,0
1377,0.017818656,0
1378,0.128644718,0
1379,0.000297737,0
1380,0.181696256,1
1381,8.23E-05,0
1382,0.051980416,0
1383,0.003314233,0
1384,5.13E-12,0
1385,0.001187327,0
1386,0.000115707,0
1387,0.000329525,0
1388,0.001051246,0
1389,2.50E-05,0
1390,0.073067788,0
1391,0.000770526,0
1392,6.65E-09,0
1393,0.136261044,0
1394,0.056903218,0
1395,0.45787961,1
1396,0.123507362,0
1397,0.03098123,0
1398,0.067144762,0
1399,0.138655038,0
1400,0.027071166,0
1401,0.078632083,0
1402,0.032162334,0
1403,0.944464612,1
1404,0.244821228,1
1405,0.008620098,0
1406,0.003613192,0
1407,2.53E-06,0
1408,0.174363107,1
1409,0.034025312,0
1410,0.034603724,0
1411,0.001903929,0
1412,0.014403366,0
1413,0.058956322,0
1414,0.455070968,1
1415,0.16887256,1
1416,9.95E-05,0
1417,0.001546586,0
1418,0.005019393,0
1419,0.011124598,0
1420,0.004693524,0
1421,0.001561303,0
1422,1.080162614,1
1423,0.785062114,1
1424,0.1440544,0
1425,0.294259382,1
1426,0.008105952,0
1427,0.013973754,0
1428,0.000332585,0
1429,0.000688407,0
1430,5.90E-05,0
1431,0.193903488,1
1432,0.152488739,1
1433,0.001410239,0
1434,0.014575647,0
1435,0.001612181,0
1436,3.026929535,1
1437,0.036316487,0
1438,0.001138771,0
1439,0.002455421,0
1440,0.005756198,0
1441,0.928038424,1
1442,0.009096922,0
1443,0.000568145,0
1444,0.001054507,0
1445,0.255924988,1
1446,0.019190871,0
1447,0.060647868,0
1448,0.191787565,1
1449,0.010890636,0
1450,0.001186246,0
1451,6.47E-05,0
1452,0.004103037,0
1453,0.023033428,0
1454,0.039939434,0
1455,0.000666505,0
1456,0.650888147,1
1457,0.052339547,0
1458,0.156438823,1
1459,0.09866263,0
1460,0.135429629,0
1461,0.000331396,0
1462,0.030371442,0
1463,0.019531013,0
1464,0.071257168,0
1465,0.098917468,0
1466,0.42995692,1
1467,0.000571837,0
1468,0.026000211,0
1469,0.173087146,1
1470,0.167812495,1
1471,0.007140143,0
1472,0.017950921,0
1473,0.056944911,0
1474,0.003851885,0
1475,0.145119554,0
1476,0.065732403,0
1477,1.439341238,1
1478,0.00653967,0
1479,1.97E-05,0
1480,0.000654968,0
1481,0.001761125,0
1482,0.000245636,0
1483,0.003990792,0
1484,0.206282981,1
1485,0.591562833,1
1486,0.07611902,0
1487,0.278190784,1
1488,1.38E-05,0
1489,0.001612619,0
1490,0.000395788,0
1491,0.004375365,0
1492,0.709174935,1
1493,0.016820073,0
1494,0.131325697,0
1495,0.140833582,0
1496,5.49E-08,0
1497,0.011975751,0
1498,0.014962413,0
1499,0.003101187,0
1500,0.054837924,0
1501,0.001605098,0
1502,0.013373987,0
1503,0.359635021,1
1504,0.171301008,1
1505,0.052744876,0
1506,0.24315226,1
1507,0.01473158,0
1508,0.471251825,1
1509,0.002848394,0
1510,0.122865226,0
1511,0.058150774,0
1512,0.004884297,0
1513,0.227735575,1
1514,0.151136576,1
1515,0.363369394,1
1516,1.90E-06,0
1517,0.001745574,0
1518,4.70E-09,0
1519,2.82E-06,0
1520,0.038701142,0
1521,0.006712637,0
1522,0.169864506,1
1523,0.241432251,1
1524,0.55707321,1
1525,0.000562129,0
1526,0.000336527,0
1527,0.000298996,0
1528,0.057916204,0
1529,1.27E-05,0
1530,0.082166678,0
1531,0.277555243,1
1532,0.793288514,1
1533,0.165641936,1
1534,0.002187966,0
1535,0.224311016,1
1536,0.000569205,0
1537,0.004351746,0
1538,0.124033608,0
1539,0.000617605,0
1540,0.00390053,0
1541,0.056944911,0
1542,0.000116708,0
1543,6.17E-06,0
1544,0.000199991,0
1545,9.87E-05,0
1546,0.000931976,0
1547,0.074423421,0
1548,0.031220441,0
1549,2.002685599,1
1550,0.007198032,0
1551,3.13E-08,0
1552,0.059081087,0
1553,0.052489964,0
1554,0.264528886,1
1555,0.053650617,0
1556,0.005751168,0
1557,0.00318941,0
1558,2.08E-05,0
1559,0.000562455,0
1560,0.000277275,0
1561,0.001722294,0
1562,0.014222237,0
1563,0.036316654,0
1564,0.000656863,0
1565,0.000953925,0
1566,0.020516365,0
1567,0.056313108,0
1568,0.000727162,0
1569,0.000413745,0
1570,5.64E-10,0
1571,0.035989762,0
1572,0.081652731,0
1573,0.001400696,0
1574,0.192357712,1
1575,0.015341368,0
1576,0.000824677,0
1577,0.000583812,0
1578,1.342480317,1
1579,0.716594244,1
1580,0.100730804,0
1581,0.056944911,0
1582,0.481535535,1
1583,0.000665447,0
1584,0.036408588,0
1585,0.070194983,0
1586,0.016506029,0
1587,0.21185082,1
1588,0.15580871,1
1589,1.41E-05,0
1590,0.007647523,0
1591,0.148277083,0
1592,0.008323946,0
1593,0.012946151,0
1594,0.002517664,0
1595,0.000584856,0
1596,0.004608502,0
1597,0.019690959,0
1598,0.000336783,0
1599,0.043848964,0
1600,0.019490152,0
1601,0.001296283,0
1602,0.020165127,0
1603,0.144932784,0
1604,0.005756512,0
1605,0.000446674,0
1606,0.003189149,0
1607,0.001175762,0
1608,1.97E-06,0
1609,0.177197987,1
1610,0.080803124,0
1611,0.000387927,0
1612,0.00215464,0
1613,0.000220647,0
1614,0.128214591,0
1615,0.008423777,0
1616,0.01641176,0
1617,0.000570304,0
1618,9.55E-06,0
1619,0.006930265,0
1620,0.000243052,0
1621,0.4179389,1
1622,0.179828872,1
1623,1.022385006,1
1624,0.001552082,0
1625,0.001666036,0
1626,0.012027887,0
1627,0.05791649,0
1628,0.055503383,0
1629,1.416550849,1
1630,0.021064966,0
1631,0.00212046,0
