no,Av.Pred,response
1039,0.025224845,0
1040,0.157978237,1
1041,0.065700007,0
1042,0.003454217,0
1043,0.016224495,0
1044,0.000561896,0
1045,0.61999429,1
1046,0.002015861,0
1047,3.69E-06,0
1048,0.000182112,0
1049,0.003828715,0
1050,1.03718265,1
1051,0.574096207,1
1052,0.162827202,1
1053,0.233041262,1
1054,0.148869261,1
1055,0.012690333,0
1056,0.156033364,1
1057,0.106831679,0
1058,0.0016546,0
1059,0.17707238,1
1060,1.60E-05,0
1061,0.003318186,0
1062,0.118363843,0
1063,8.32E-05,0
1064,0.000148416,0
1065,1.052966668,1
1066,0.059060151,0
1067,0.004910406,0
1068,0.068637857,0
1069,0.00242492,0
1070,0.206399629,1
1071,2.98E-05,0
1072,0.356153295,1
1073,0.07627535,0
1074,0.012443631,0
1075,0.605321012,1
1076,0.007406759,0
1077,0.000500821,0
1078,0.003004869,0
1079,0.103470035,0
1080,1.607984368,1
1081,0.277613516,1
1082,0.048908948,0
1083,0.174362301,1
1084,0.202174655,1
1085,0.00116248,0
1086,0.147216005,0
1087,0.002290908,0
1088,0.000758129,0
1089,0.000542592,0
1090,0.001589445,0
1091,0.008385346,0
1092,0.870606093,1
1093,0.139277363,0
1094,1.882250971,1
1095,0.188823,1
1096,0.17467671,1
1097,0.24138225,1
1098,0.203243224,1
1099,0.008999755,0
1100,0.014939857,0
1101,0.020420181,0
1102,0.004743691,0
1103,0.16362772,1
1104,0.000227012,0
1105,0.504513978,1
1106,2.26E-05,0
1107,0.002039358,0
1108,0.019494492,0
1109,0.03649021,0
1110,0.009804555,0
1111,0.316895975,1
1112,0.670408977,1
1113,0.102552976,0
1114,0.243990518,1
1115,0.241435649,1
1116,0.001613492,0
1117,0.01495945,0
1118,0.000259942,0
1119,0.012196153,0
1120,0.000440851,0
1121,0.148578605,1
1122,0.000251367,0
1123,0.000285805,0
1124,0.001134774,0
1125,0.006052904,0
1126,0.002210142,0
1127,0.475181718,1
1128,0.003233389,0
1129,0.000150567,0
1130,1.57E-05,0
1131,0.446431093,1
1132,0.004790125,0
1133,0.106362824,0
1134,0.332453301,1
1135,0.000620444,0
1136,0.307171595,1
1137,0.000728155,0
1138,0.000469741,0
1139,0.001052576,0
1140,0.00099626,0
1141,0.005753188,0
1142,0.012539695,0
1143,0.002078035,0
1144,0.002210151,0
1145,0.07343175,0
1146,0.174125909,1
1147,0.130817684,0
1148,0.006130802,0
1149,0.479806479,1
1150,0.141448781,0
1151,0.053194181,0
1152,0.003233189,0
1153,3.59E-08,0
1154,0.00029744,0
1155,1.67E-06,0
1156,0.004662092,0
1157,0.000579344,0
1158,0.015149903,0
1159,1.585030452,1
1160,1.55326839,1
1161,0.001231032,0
1162,0.431543595,1
1163,0.184804378,1
1164,0.006856418,0
1165,0.061477594,0
1166,0.001891007,0
1167,0.057732827,0
1168,0.192128484,1
1169,0.005206189,0
1170,0.002227892,0
1171,2.80E-07,0
1172,0.011118048,0
1173,0.148871327,1
1174,3.031948843,1
1175,0.002285316,0
1176,0.001783648,0
1177,0.014636258,0
1178,0.011137621,0
1179,0.131926447,0
1180,0.000845563,0
1181,0.029257969,0
1182,0.198307868,1
1183,0.001228079,0
1184,0.074319325,0
1185,0.013139181,0
1186,0.140265897,0
1187,0.009212062,0
1188,1.353519449,1
1189,0.045631717,0
1190,0.877655035,1
1191,0.002207999,0
1192,0.000758077,0
1193,0.000197103,0
1194,0.058928905,0
1195,0.309391862,1
1196,1.072075036,1
1197,3.75E-06,0
1198,0.00308882,0
1199,5.46E-08,0
1200,0.009400257,0
1201,0.002974094,0
1202,0.057040197,0
1203,2.81E-05,0
1204,0.00060888,0
1205,0.008570366,0
1206,0.41669771,1
1207,0.001163039,0
1208,0.138839567,0
1209,0.127867357,0
1210,0.709137121,1
1211,0.097025412,0
1212,0.000235795,0
1213,0.001248662,0
1214,0.000251063,0
1215,0.012077436,0
1216,0.001559366,0
1217,0.056043743,0
1218,0.001051489,0
1219,0.036316487,0
1220,0.000570996,0
1221,0.009013345,0
1222,0.02945453,0
1223,0.176554053,1
1224,0.000965813,0
1225,0.00057208,0
1226,1.039105102,1
1227,2.285390012,1
1228,0.029381203,0
1229,0.049006022,0
1230,0.039767181,0
1231,0.021544112,0
1232,0.129557023,0
1233,0.024973948,0
1234,0.008296984,0
1235,0.00050524,0
1236,0.004414247,0
1237,0.001670183,0
1238,0.041655943,0
1239,0.001147933,0
1240,0.00058795,0
1241,1.44E-09,0
1242,0.000695217,0
1243,0.003713457,0
1244,0.305575384,1
1245,0.001316156,0
1246,0.001925315,0
1247,0.639056139,1
1248,0.010286986,0
1249,0.222464521,1
1250,0.025237424,0
1251,0.100834124,0
1252,0.125011435,0
1253,0.007462597,0
1254,0.048880979,0
1255,0.009993294,0
1256,0.023994623,0
1257,0.002970256,0
1258,0.001185837,0
1259,0.308251331,1
1260,0.000503231,0
1261,0.010526865,0
1262,4.72E-06,0
1263,1.634970085,1
1264,0.167378646,1
1265,0.457768927,1
1266,0.00069661,0
1267,0.000879928,0
1268,0.001562658,0
1269,0.001183285,0
1270,0.037243647,0
1271,4.74E-09,0
1272,0.014924792,0
1273,0.026533884,0
1274,0.018269079,0
1275,0.074014415,0
1276,0.036316654,0
1277,2.47E-09,0
1278,0.042001177,0
1279,0.000416072,0
1280,0.0526507,0
1281,0.00133718,0
1282,0.003199177,0
1283,0.13522816,0
1284,0.016228729,0
1285,0.007097632,0
1286,0.016783719,0
1287,0.002974094,0
1288,3.98E-06,0
1289,0.000418111,0
1290,0.003089808,0
1291,0.000385361,0
1292,0.011680751,0
1293,0.001002014,0
1294,0.000171544,0
1295,0.003189726,0
1296,0.604719994,1
1297,0.002654938,0
1298,0.00026434,0
1299,0.065428388,0
1300,0.128622234,0
1301,0.098906919,0
1302,0.001026272,0
1303,0.007441137,0
1304,0.248297298,1
1305,0.003957264,0
1306,0.001134301,0
1307,0.089717578,0
1308,0.355214402,1
1309,0.000243292,0
1310,0.019717747,0
1311,2.20E-15,0
1312,0.015725368,0
1313,0.015972034,0
1314,0.000107708,0
1315,0.100083343,0
1316,0.913767233,1
1317,0.070471599,0
1318,0.003450886,0
1319,0.341963912,1
1320,0.031773503,0
1321,0.002529696,0
1322,0.488898042,1
1323,0.015153444,0
1324,1.25E-05,0
1325,4.27E-11,0
1326,4.25E-05,0
1327,0.43352325,1
1328,0.070317117,0
1329,3.72E-05,0
1330,1.347084405,1
1331,0.139324204,0
1332,0.069035477,0
1333,8.26E-10,0
1334,0.016851453,0
1335,0.001656815,0
1336,0.121543599,0
1337,0.001610255,0
1338,0.018713443,0
1339,0.040749717,0
1340,0.452661425,1
1341,0.060881962,0
1342,0.003101873,0
1343,0.056944911,0
1344,0.000816032,0
1345,0.000803095,0
1346,0.10652924,0
1347,0.031335911,0
1348,0.119140143,0
1349,0.012526651,0
1350,0.000883876,0
1351,0.042527274,0
